project_id,overall_risk_score,risk_level,investigation_priority,primary_typology,fraud_probability,synthesized_reasons,primary_reason,secondary_reason,tertiary_reason,financial_anomaly_score,geospatial_anomaly_score,procurement_anomaly_score,contractor_anomaly_score,payment_anomaly_score,progress_anomaly_score,graph_anomaly_score,feature_importance_contributions,scored_at
MPLADS-002478,80.0,CRITICAL,IMMEDIATE,PAYMENT_PROGRESS_MISMATCH,1.0,"[""[Payment Structuring] UNVERIFIED_DISBURSEMENT_BURST"", ""[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP"", ""[Physical-Financial Trajectory] INSPECTION_DOCUMENTATION_DEFICIT"", ""[Geospatial Clustering] Elevated spatial unit cost (+724.4% vs cluster median for work type)"", ""[Geospatial Clustering] High geographic clustering (21 active works within 25 km radius)""]",[Payment Structuring] UNVERIFIED_DISBURSEMENT_BURST,[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP,[Physical-Financial Trajectory] INSPECTION_DOCUMENTATION_DEFICIT,28.55,46.04,2.11,25.7,70.73,67.11,39.04,"{""progress_anomaly_score"": 5.4949, ""progress_anomaly_percentile"": 0.9483, ""payment_anomaly_score"": 0.0841}",2026-09-06T09:49:30.908909+00:00
MPLADS-002479,7.4,LOW,ROUTINE,NORMAL,0.0182,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,6.42,3.81,15.87,27.71,10.64,12.27,37.71,"{""mean_anomaly_score"": 0.0415, ""financial__sanctioned_amount"": 0.0387, ""financial_anomaly_score"": 0.0236}",2026-09-06T09:49:30.908909+00:00
MPLADS-002480,13.2,LOW,ROUTINE,NORMAL,0.0231,"[""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY"", ""[Contractor Capacity] Contractor identified with corporate collusion risk indicators (shared address)"", ""[Contractor Capacity] High constituency allocation concentration (72.1% of works in single constituency)"", ""[Contractor Capacity] Elevated historical irregularity record (2 past statutory audit findings)""]",[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY,[Contractor Capacity] Contractor identified with corporate collusion risk indicators (shared address),[Contractor Capacity] High constituency allocation concentration (72.1% of works in single constituency),23.77,9.64,9.26,48.43,32.5,28.51,58.7,"{""financial__sanctioned_amount"": 0.219, ""geospatial_anomaly_score"": 0.1499, ""geo__infrastructure_gap_index"": 0.1109}",2026-09-06T09:49:30.908909+00:00
MPLADS-002481,8.1,LOW,ROUTINE,NORMAL,0.011,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,33.22,36.33,18.69,8.56,23.04,6.67,10.08,"{""geo__infrastructure_gap_index"": 0.037, ""graph_anomaly_score"": 0.0265, ""financial_anomaly_score"": 0.0226}",2026-09-06T09:49:30.908909+00:00
MPLADS-002482,10.6,LOW,ROUTINE,NORMAL,0.011,"[""[Geospatial Clustering] Spatial distribution and cluster costs within normal parameters"", ""[Geospatial Clustering] Normal local project density and infrastructure alignment"", ""[Geospatial Clustering] Geographic coordinates and terrain profile match regional peers"", ""[Payment Structuring] NORMAL_DISBURSEMENT_SCHEDULE""]",[Geospatial Clustering] Spatial distribution and cluster costs within normal parameters,[Geospatial Clustering] Normal local project density and infrastructure alignment,[Geospatial Clustering] Geographic coordinates and terrain profile match regional peers,12.23,48.45,10.38,30.74,43.62,11.14,33.32,"{""geo__infrastructure_gap_index"": 0.1309, ""financial__sanctioned_amount"": 0.0985, ""graph_anomaly_score"": 0.0618}",2026-09-06T09:49:30.909962+00:00
MPLADS-002483,17.6,LOW,ROUTINE,NORMAL,0.011,"[""[Contractor Capacity] Heavy agency monopolization (75.3% funding channeled through repeated agency-contractor pair)"", ""[Contractor Capacity] Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 1.59)"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced"", ""[Financial Execution] Elevated peer-adjusted cost (+320.8% vs peer median for work type)"", ""[Financial Execution] Accelerated disbursement velocity (4.2x peer median disbursement speed)""]",[Contractor Capacity] Heavy agency monopolization (75.3% funding channeled through repeated agency-contractor pair),[Contractor Capacity] Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 1.59),[Contractor Capacity] Allocation distribution across implementing agencies well balanced,66.92,65.97,23.93,77.15,38.9,9.91,28.18,"{""financial_anomaly_score"": 0.1453, ""geo__infrastructure_gap_index"": 0.056, ""std_anomaly_score"": 0.0355}",2026-09-06T09:49:30.909962+00:00
MPLADS-002484,7.9,LOW,ROUTINE,NORMAL,0.0314,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,7.1,15.32,28.48,30.0,3.88,9.18,11.3,"{""geospatial_anomaly_score"": 0.0534, ""geo__infrastructure_gap_index"": 0.0517, ""geo__population_density"": 0.0481}",2026-09-06T09:49:30.909962+00:00
MPLADS-002485,17.5,LOW,ROUTINE,NORMAL,0.0314,"[""[Entity Graph Relationship] CORPORATE_COLLUSION_NETWORK"", ""[Entity Graph Relationship] HIGH_CONSTITUENCY_AGENCY_CAPTURE"", ""[Entity Graph Relationship] PRE_AWARD_GOVERNANCE_INSTABILITY"", ""[Contractor Capacity] Contractor identified with corporate collusion risk indicators (shared address)"", ""[Contractor Capacity] Recent corporate ownership change registered prior to developmental contract award""]",[Entity Graph Relationship] CORPORATE_COLLUSION_NETWORK,[Entity Graph Relationship] HIGH_CONSTITUENCY_AGENCY_CAPTURE,[Entity Graph Relationship] PRE_AWARD_GOVERNANCE_INSTABILITY,23.08,15.52,39.01,58.19,58.13,21.61,65.25,"{""procurement_anomaly_percentile"": 0.1435, ""geo__population_density"": 0.1375, ""payment_anomaly_score"": 0.1298}",2026-09-06T09:49:30.909962+00:00
MPLADS-002486,19.5,LOW,ROUTINE,NORMAL,0.0747,"[""[Entity Graph Relationship] ELEVATED_GRAPH_CENTRALITY"", ""[Payment Structuring] NORMAL_DISBURSEMENT_SCHEDULE"", ""[Contractor Capacity] Contractor capacity and agency pairing metrics within normal parameters"", ""[Contractor Capacity] Vendor registration profile and governance structure compliant"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced""]",[Entity Graph Relationship] ELEVATED_GRAPH_CENTRALITY,[Payment Structuring] NORMAL_DISBURSEMENT_SCHEDULE,[Contractor Capacity] Contractor capacity and agency pairing metrics within normal parameters,32.23,11.93,29.92,40.52,42.47,39.97,64.89,"{""financial__sanctioned_amount"": 0.3222, ""geo__infrastructure_gap_index"": 0.128, ""geospatial_anomaly_score"": 0.1171}",2026-09-06T09:49:30.910861+00:00
MPLADS-002487,12.1,LOW,ROUTINE,NORMAL,0.0314,"[""[Entity Graph Relationship] RECURRING_EXCLUSIVE_PAIRING"", ""[Entity Graph Relationship] HIGH_CONSTITUENCY_AGENCY_CAPTURE"", ""[Entity Graph Relationship] PRE_AWARD_GOVERNANCE_INSTABILITY"", ""[Contractor Capacity] Heavy agency monopolization (70.1% funding channeled through repeated agency-contractor pair)"", ""[Contractor Capacity] Recent corporate board/director replacement registered for contractor""]",[Entity Graph Relationship] RECURRING_EXCLUSIVE_PAIRING,[Entity Graph Relationship] HIGH_CONSTITUENCY_AGENCY_CAPTURE,[Entity Graph Relationship] PRE_AWARD_GOVERNANCE_INSTABILITY,20.78,11.42,7.6,54.88,28.19,8.24,60.79,"{""geo__infrastructure_gap_index"": 0.3279, ""financial__sanctioned_amount"": 0.2966, ""procurement_anomaly_percentile"": 0.1873}",2026-09-06T09:49:30.910861+00:00
MPLADS-002488,11.9,LOW,ROUTINE,NORMAL,0.0265,"[""[Contractor Capacity] Heavy agency monopolization (81.1% funding channeled through repeated agency-contractor pair)"", ""[Contractor Capacity] Vendor registration profile and governance structure compliant"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced""]",[Contractor Capacity] Heavy agency monopolization (81.1% funding channeled through repeated agency-contractor pair),[Contractor Capacity] Vendor registration profile and governance structure compliant,[Contractor Capacity] Allocation distribution across implementing agencies well balanced,19.33,2.8,5.48,54.36,32.83,30.14,27.51,"{""financial__sanctioned_amount"": 0.2781, ""procurement_anomaly_percentile"": 0.0728, ""payment_anomaly_score"": 0.0535}",2026-09-06T09:49:30.910861+00:00
MPLADS-002489,13.5,LOW,ROUTINE,NORMAL,0.011,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,25.54,14.39,33.17,28.69,38.31,39.92,38.34,"{""financial__sanctioned_amount"": 0.1977, ""geo__population_density"": 0.0554, ""payment_anomaly_percentile"": 0.0297}",2026-09-06T09:49:30.910861+00:00
MPLADS-002490,12.4,LOW,ROUTINE,NORMAL,0.0161,"[""[Payment Structuring] NORMAL_DISBURSEMENT_SCHEDULE""]",[Payment Structuring] NORMAL_DISBURSEMENT_SCHEDULE,,,18.08,12.18,31.16,21.15,40.36,37.65,32.24,"{""financial__sanctioned_amount"": 0.1521, ""geo__population_density"": 0.1126, ""geospatial_anomaly_score"": 0.1054}",2026-09-06T09:49:30.911859+00:00
MPLADS-002491,6.2,LOW,ROUTINE,NORMAL,0.0161,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,9.77,24.52,14.75,15.84,14.62,11.53,1.61,"{""geo__population_density"": 0.0913, ""mean_anomaly_score"": 0.0519, ""project__planned_duration_days"": 0.044}",2026-09-06T09:49:30.911859+00:00
MPLADS-002492,65.0,HIGH,PRIORITY,ANOMALOUS_PROFILE,0.3904,"[""[Contractor Capacity] Contractor identified with corporate collusion risk indicators (shared directors, shared address, common ownership)"", ""[Contractor Capacity] Heavy agency monopolization (72.4% funding channeled through repeated agency-contractor pair)"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced"", ""[Entity Graph Relationship] CORPORATE_COLLUSION_NETWORK"", ""[Entity Graph Relationship] RECURRING_EXCLUSIVE_PAIRING""]","[Contractor Capacity] Contractor identified with corporate collusion risk indicators (shared directors, shared address, common ownership)",[Contractor Capacity] Heavy agency monopolization (72.4% funding channeled through repeated agency-contractor pair),[Contractor Capacity] Allocation distribution across implementing agencies well balanced,18.66,9.19,83.01,100.0,33.43,45.97,93.06,"{""procurement_anomaly_score"": 1.1376, ""procurement_anomaly_percentile"": 0.4856, ""geospatial_anomaly_score"": 0.1551}",2026-09-06T09:49:30.911859+00:00
MPLADS-002493,36.9,LOW,ROUTINE,NORMAL,0.2449,"[""[Tender & Procurement] Single-bid procurement recorded in remote area (infrastructure gap 0.80)"", ""[Tender & Procurement] Tender publication window and bidder participation compliant"", ""[Tender & Procurement] Contract award amount aligned with initial technical estimates"", ""[Contractor Capacity] Contractor identified with corporate collusion risk indicators (shared address)"", ""[Contractor Capacity] Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 1.78)""]",[Tender & Procurement] Single-bid procurement recorded in remote area (infrastructure gap 0.80),[Tender & Procurement] Tender publication window and bidder participation compliant,[Tender & Procurement] Contract award amount aligned with initial technical estimates,40.72,33.16,90.8,70.7,46.56,42.82,62.1,"{""procurement_anomaly_score"": 1.2638, ""procurement_anomaly_percentile"": 0.4618, ""geo__population_density"": 0.1029}",2026-09-06T09:49:30.911859+00:00
MPLADS-002494,12.5,LOW,ROUTINE,NORMAL,0.0182,"[""[Contractor Capacity] Elevated agency concentration (88.4% of vendor work tied to single implementing agency)"", ""[Contractor Capacity] High constituency allocation concentration (75.6% of works in single constituency)"", ""[Contractor Capacity] Elevated historical irregularity record (2 past statutory audit findings)"", ""[Entity Graph Relationship] HIGH_CONSTITUENCY_AGENCY_CAPTURE""]",[Contractor Capacity] Elevated agency concentration (88.4% of vendor work tied to single implementing agency),[Contractor Capacity] High constituency allocation concentration (75.6% of works in single constituency),[Contractor Capacity] Elevated historical irregularity record (2 past statutory audit findings),6.24,27.18,12.42,78.78,18.33,8.76,65.8,"{""financial_anomaly_score"": 0.1369, ""geo__population_density"": 0.1091, ""geo__infrastructure_gap_index"": 0.0421}",2026-09-06T09:49:30.911859+00:00
MPLADS-002495,8.3,LOW,ROUTINE,NORMAL,0.011,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,16.52,28.97,20.97,28.13,17.6,2.29,32.83,"{""project__planned_duration_days"": 0.0632, ""financial__sanctioned_amount"": 0.0261, ""num_flagged_models"": 0.0014}",2026-09-06T09:49:30.912861+00:00
MPLADS-002496,7.7,LOW,ROUTINE,NORMAL,0.0231,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,15.59,14.47,27.38,32.76,8.38,1.91,14.07,"{""geo__infrastructure_gap_index"": 0.082, ""geospatial_anomaly_score"": 0.0753, ""financial__sanctioned_amount"": 0.0678}",2026-09-06T09:49:30.912861+00:00
MPLADS-002497,8.5,LOW,ROUTINE,NORMAL,0.0225,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,14.34,15.99,16.07,29.91,22.78,18.73,0.88,"{""geospatial_anomaly_score"": 0.0992, ""financial__sanctioned_amount"": 0.0522, ""graph_anomaly_percentile"": 0.044}",2026-09-06T09:49:30.912861+00:00
MPLADS-002498,6.3,LOW,ROUTINE,NORMAL,0.0262,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,0.25,9.34,3.2,20.21,1.88,15.4,38.91,"{""geospatial_anomaly_score"": 0.2078, ""geo__infrastructure_gap_index"": 0.0951, ""mean_anomaly_score"": 0.0725}",2026-09-06T09:49:30.912861+00:00
MPLADS-002499,65.0,HIGH,PRIORITY,ANOMALOUS_PROFILE,0.3806,"[""[Tender & Procurement] Non-competitive single-bid procurement in accessible district (infrastructure gap 0.35)"", ""[Tender & Procurement] Tender publication window and bidder participation compliant"", ""[Tender & Procurement] Contract award amount aligned with initial technical estimates""]",[Tender & Procurement] Non-competitive single-bid procurement in accessible district (infrastructure gap 0.35),[Tender & Procurement] Tender publication window and bidder participation compliant,[Tender & Procurement] Contract award amount aligned with initial technical estimates,15.24,8.66,98.13,28.98,25.54,15.71,18.1,"{""procurement_anomaly_score"": 1.7666, ""procurement_anomaly_percentile"": 0.6932, ""max_anomaly_score"": 0.1547}",2026-09-06T09:49:30.912861+00:00
MPLADS-002500,15.7,LOW,ROUTINE,NORMAL,0.0314,"[""[Contractor Capacity] Recent corporate ownership change registered prior to developmental contract award"", ""[Contractor Capacity] Heavy agency monopolization (83.1% funding channeled through repeated agency-contractor pair)"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced"", ""[Payment Structuring] STATUTORY_CEILING_SMURFING"", ""[Payment Structuring] PAYMENT_TIMING_ANOMALY""]",[Contractor Capacity] Recent corporate ownership change registered prior to developmental contract award,[Contractor Capacity] Heavy agency monopolization (83.1% funding channeled through repeated agency-contractor pair),[Contractor Capacity] Allocation distribution across implementing agencies well balanced,18.26,17.12,19.17,71.73,64.22,5.05,57.38,"{""geo__infrastructure_gap_index"": 0.1816, ""geospatial_anomaly_score"": 0.0464, ""std_anomaly_score"": 0.0434}",2026-09-06T09:49:30.913856+00:00
MPLADS-002501,10.7,LOW,ROUTINE,NORMAL,0.0231,"[""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY""]",[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY,,,12.18,9.16,17.7,16.08,21.17,37.34,47.91,"{""geospatial_anomaly_score"": 0.2015, ""geo__infrastructure_gap_index"": 0.0691, ""project__planned_duration_days"": 0.0499}",2026-09-06T09:49:30.913856+00:00
MPLADS-002502,80.0,CRITICAL,IMMEDIATE,PAYMENT_PROGRESS_MISMATCH,1.0,"[""[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP"", ""[Physical-Financial Trajectory] ABANDONED_WORK_SUSPICION"", ""[Physical-Financial Trajectory] INSPECTION_DOCUMENTATION_DEFICIT"", ""[Payment Structuring] UNVERIFIED_DISBURSEMENT_BURST"", ""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY""]",[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP,[Physical-Financial Trajectory] ABANDONED_WORK_SUSPICION,[Physical-Financial Trajectory] INSPECTION_DOCUMENTATION_DEFICIT,14.35,5.53,24.02,37.79,64.48,72.14,50.54,"{""progress_anomaly_score"": 5.3114, ""progress_anomaly_percentile"": 0.9387, ""geo__population_density"": 0.0972}",2026-09-06T09:49:30.913856+00:00
MPLADS-002503,21.8,LOW,ROUTINE,NORMAL,0.1967,"[""[Tender & Procurement] Procurement bidding competition within normal parameters"", ""[Tender & Procurement] Tender publication window and bidder participation compliant"", ""[Tender & Procurement] Contract award amount aligned with initial technical estimates"", ""[Contractor Capacity] Recent corporate board/director replacement registered for contractor"", ""[Contractor Capacity] High constituency allocation concentration (70.7% of works in single constituency)""]",[Tender & Procurement] Procurement bidding competition within normal parameters,[Tender & Procurement] Tender publication window and bidder participation compliant,[Tender & Procurement] Contract award amount aligned with initial technical estimates,10.89,9.08,55.46,53.12,9.88,3.48,40.32,"{""procurement_anomaly_score"": 0.6671, ""procurement_anomaly_percentile"": 0.3516, ""geospatial_anomaly_score"": 0.2646}",2026-09-06T09:49:30.913856+00:00
MPLADS-002504,8.4,LOW,ROUTINE,NORMAL,0.0777,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,3.42,9.69,4.42,0.0,2.67,21.85,24.52,"{""geo__population_density"": 0.2118, ""geospatial_anomaly_score"": 0.2117, ""contractor_anomaly_percentile"": 0.1857}",2026-09-06T09:49:30.913856+00:00
MPLADS-002505,9.4,LOW,ROUTINE,NORMAL,0.0182,"[""[Entity Graph Relationship] ELEVATED_GRAPH_CENTRALITY""]",[Entity Graph Relationship] ELEVATED_GRAPH_CENTRALITY,,,3.61,3.95,16.89,37.56,1.69,17.05,78.97,"{""project__planned_duration_days"": 0.0521, ""geospatial_anomaly_score"": 0.0269, ""financial__sanctioned_amount"": 0.0212}",2026-09-06T09:49:30.914860+00:00
MPLADS-002506,13.5,LOW,ROUTINE,NORMAL,0.0182,"[""[Geospatial Clustering] Elevated spatial unit cost (+1068.1% vs cluster median for work type)"", ""[Geospatial Clustering] High sanctioned funding allocation (+404.9% above regional cluster median)"", ""[Geospatial Clustering] Geographic coordinates and terrain profile match regional peers"", ""[Financial Execution] Elevated peer-adjusted cost (+337.9% vs peer median for work type)"", ""[Financial Execution] Accelerated disbursement velocity (4.0x peer median disbursement speed)""]",[Geospatial Clustering] Elevated spatial unit cost (+1068.1% vs cluster median for work type),[Geospatial Clustering] High sanctioned funding allocation (+404.9% above regional cluster median),[Geospatial Clustering] Geographic coordinates and terrain profile match regional peers,64.91,99.35,3.87,19.3,34.6,2.08,22.79,"{""financial_anomaly_score"": 0.2031, ""financial_anomaly_percentile"": 0.123, ""std_anomaly_score"": 0.1204}",2026-09-06T09:49:30.914860+00:00
MPLADS-002507,7.2,LOW,ROUTINE,NORMAL,0.011,"[""[Geospatial Clustering] High geographic clustering (25 active works within 25 km radius)"", ""[Geospatial Clustering] Disproportionate project density relative to local population density (ratio 3.78)"", ""[Geospatial Clustering] Geographic coordinates and terrain profile match regional peers""]",[Geospatial Clustering] High geographic clustering (25 active works within 25 km radius),[Geospatial Clustering] Disproportionate project density relative to local population density (ratio 3.78),[Geospatial Clustering] Geographic coordinates and terrain profile match regional peers,7.14,49.61,27.06,10.98,8.66,3.21,26.4,"{""financial__sanctioned_amount"": 0.1194, ""geo__population_density"": 0.0665, ""project__planned_duration_days"": 0.0469}",2026-09-06T09:49:30.914860+00:00
MPLADS-002508,8.0,LOW,ROUTINE,NORMAL,0.0225,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,9.16,12.59,19.9,15.14,12.23,27.3,14.38,"{""geospatial_anomaly_score"": 0.0967, ""geo__infrastructure_gap_index"": 0.0412, ""project__planned_duration_days"": 0.0392}",2026-09-06T09:49:30.914860+00:00
MPLADS-002509,9.0,LOW,ROUTINE,NORMAL,0.0314,"[""[Entity Graph Relationship] ELEVATED_GRAPH_CENTRALITY""]",[Entity Graph Relationship] ELEVATED_GRAPH_CENTRALITY,,,12.42,13.11,27.95,8.63,11.16,6.42,62.32,"{""financial__sanctioned_amount"": 0.1787, ""geo__population_density"": 0.1038, ""geospatial_anomaly_score"": 0.0531}",2026-09-06T09:49:30.914860+00:00
MPLADS-002510,7.0,LOW,ROUTINE,NORMAL,0.0182,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,3.98,4.0,19.23,14.07,5.23,19.7,39.63,"{""geo__infrastructure_gap_index"": 0.0673, ""project__planned_duration_days"": 0.0539, ""mean_anomaly_score"": 0.0461}",2026-09-06T09:49:30.915955+00:00
MPLADS-002511,80.0,CRITICAL,IMMEDIATE,DELAYED_WORK,1.0,"[""[Physical-Financial Trajectory] EXTREME_DURATION_OVERRUN"", ""[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP"", ""[Physical-Financial Trajectory] STALLED_EXECUTION_TRAJECTORY"", ""[Financial Execution] Atypical cost per unit (+620.8% vs peer median rate)"", ""[Financial Execution] Contract escalation (5.3% value change with 3 amendments)""]",[Physical-Financial Trajectory] EXTREME_DURATION_OVERRUN,[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP,[Physical-Financial Trajectory] STALLED_EXECUTION_TRAJECTORY,57.67,17.76,36.33,37.89,39.01,81.73,34.31,"{""progress_anomaly_score"": 5.1451, ""progress_anomaly_percentile"": 0.8758, ""financial_anomaly_score"": 0.231}",2026-09-06T09:49:30.915955+00:00
MPLADS-002512,19.1,LOW,ROUTINE,NORMAL,0.0182,"[""[Contractor Capacity] Recent corporate ownership change registered prior to developmental contract award"", ""[Contractor Capacity] High constituency allocation concentration (61.2% of works in single constituency)"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced"", ""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY"", ""[Payment Structuring] NORMAL_DISBURSEMENT_SCHEDULE""]",[Contractor Capacity] Recent corporate ownership change registered prior to developmental contract award,[Contractor Capacity] High constituency allocation concentration (61.2% of works in single constituency),[Contractor Capacity] Allocation distribution across implementing agencies well balanced,44.21,20.83,34.85,67.21,47.05,40.41,58.5,"{""financial_anomaly_score"": 0.2779, ""geospatial_anomaly_score"": 0.0513, ""payment_anomaly_percentile"": 0.0473}",2026-09-06T09:49:30.915955+00:00
MPLADS-002513,65.0,HIGH,PRIORITY,ANOMALOUS_PROFILE,0.3914,"[""[Tender & Procurement] Non-competitive single-bid procurement in accessible district (infrastructure gap 0.46)"", ""[Tender & Procurement] Tender publication window and bidder participation compliant"", ""[Tender & Procurement] Contract award amount aligned with initial technical estimates"", ""[Contractor Capacity] Heavy agency monopolization (68.8% funding channeled through repeated agency-contractor pair)"", ""[Contractor Capacity] High constituency allocation concentration (73.9% of works in single constituency)""]",[Tender & Procurement] Non-competitive single-bid procurement in accessible district (infrastructure gap 0.46),[Tender & Procurement] Tender publication window and bidder participation compliant,[Tender & Procurement] Contract award amount aligned with initial technical estimates,6.95,4.4,95.59,52.76,2.12,22.49,41.02,"{""procurement_anomaly_score"": 1.5985, ""procurement_anomaly_percentile"": 0.4995, ""geospatial_anomaly_score"": 0.0991}",2026-09-06T09:49:30.915955+00:00
MPLADS-002514,8.7,LOW,ROUTINE,NORMAL,0.0182,"[""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY""]",[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY,,,3.28,6.39,19.21,23.77,15.12,15.98,59.21,"{""financial__sanctioned_amount"": 0.0159, ""num_flagged_models"": 0.0014, ""project_size_code"": 0.0}",2026-09-06T09:49:30.915955+00:00
MPLADS-002515,33.2,LOW,ROUTINE,NORMAL,0.3069,"[""[Tender & Procurement] Single-bid procurement recorded in remote area (infrastructure gap 0.50)"", ""[Tender & Procurement] Tender publication window and bidder participation compliant"", ""[Tender & Procurement] Contract award amount aligned with initial technical estimates"", ""[Physical-Financial Trajectory] NORMAL_EXECUTION_PROGRESS""]",[Tender & Procurement] Single-bid procurement recorded in remote area (infrastructure gap 0.50),[Tender & Procurement] Tender publication window and bidder participation compliant,[Tender & Procurement] Contract award amount aligned with initial technical estimates,23.76,32.46,87.98,4.31,38.94,46.42,10.93,"{""procurement_anomaly_score"": 1.2951, ""procurement_anomaly_percentile"": 0.5736, ""financial__sanctioned_amount"": 0.1592}",2026-09-06T09:49:30.915955+00:00
MPLADS-002516,83.5,CRITICAL,IMMEDIATE,COST_OVERRUN,1.0,"[""[Financial Execution] Atypical cost per unit (+3650.7% vs peer median rate)"", ""[Financial Execution] Accelerated disbursement velocity (1.9x peer median disbursement speed)"", ""[Financial Execution] Contract escalation (48.0% value change with 0 amendments)"", ""[Payment Structuring] ELEVATED_PAYMENT_VOLATILITY"", ""[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP""]",[Financial Execution] Atypical cost per unit (+3650.7% vs peer median rate),[Financial Execution] Accelerated disbursement velocity (1.9x peer median disbursement speed),[Financial Execution] Contract escalation (48.0% value change with 0 amendments),100.0,43.27,45.51,29.28,77.25,71.27,24.42,"{""progress_anomaly_score"": 4.9948, ""progress_anomaly_percentile"": 0.8618, ""financial__sanctioned_amount"": 0.1115}",2026-09-06T09:49:30.916959+00:00
MPLADS-002517,9.3,LOW,ROUTINE,NORMAL,0.0182,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,15.96,37.53,31.77,7.25,21.59,20.73,12.4,"{""financial__sanctioned_amount"": 0.1943, ""graph_anomaly_score"": 0.0439, ""contractor_anomaly_score"": 0.0246}",2026-09-06T09:49:30.916959+00:00
MPLADS-002518,8.2,LOW,ROUTINE,NORMAL,0.0182,"[""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY"", ""[Contractor Capacity] Recent corporate board/director replacement registered for contractor"", ""[Contractor Capacity] Vendor registration profile and governance structure compliant"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced""]",[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY,[Contractor Capacity] Recent corporate board/director replacement registered for contractor,[Contractor Capacity] Vendor registration profile and governance structure compliant,6.49,16.66,1.62,44.39,20.39,2.2,47.28,"{""project__planned_duration_days"": 0.0603, ""financial_anomaly_score"": 0.057, ""geospatial_anomaly_percentile"": 0.0286}",2026-09-06T09:49:30.916959+00:00
MPLADS-002519,4.6,LOW,ROUTINE,NORMAL,0.0182,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,4.92,3.81,14.5,10.81,13.52,2.33,13.6,"{""geo__population_density"": 0.2057, ""financial_anomaly_score"": 0.1177, ""geospatial_anomaly_score"": 0.0722}",2026-09-06T09:49:30.917870+00:00
MPLADS-002520,10.0,LOW,ROUTINE,NORMAL,0.0231,"[""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY""]",[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY,,,17.41,13.6,14.77,28.94,12.74,18.71,52.89,"{""geospatial_anomaly_score"": 0.0844, ""financial__sanctioned_amount"": 0.0619, ""project__planned_duration_days"": 0.0451}",2026-09-06T09:49:30.917870+00:00
