project_id,contractor_anomaly_score,contractor_anomaly_percentile,contractor_anomaly_flag,primary_reason,secondary_reason,tertiary_reason,contractor_project_count,capacity_strain_index,corporate_collusion_index,agency_capture_score,model_version,mode,scored_at
MPLADS-002374,44.75,73.06,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,22,0.0,0.15,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002375,29.24,51.04,False,Elevated historical irregularity record (2 past statutory audit findings),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,24,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002376,82.16,97.26,True,Recent corporate ownership change registered prior to developmental contract award,Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 2.11),Allocation distribution across implementing agencies well balanced,16,1.106,0.0,0.481,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002377,20.74,35.5,False,Elevated agency concentration (89.1% of vendor work tied to single implementing agency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,31,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002378,3.38,3.92,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,15,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002379,15.07,24.44,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,38,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002380,73.54,94.98,False,Heavy agency monopolization (82.1% funding channeled through repeated agency-contractor pair),Recent corporate board/director replacement registered for contractor,Allocation distribution across implementing agencies well balanced,10,0.0,0.0,1.602,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002381,43.4,71.5,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,4,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002382,31.41,54.72,False,Elevated agency concentration (88.9% of vendor work tied to single implementing agency),Elevated historical irregularity record (4 past statutory audit findings),Allocation distribution across implementing agencies well balanced,18,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002383,4.76,5.68,False,Elevated agency concentration (74.9% of vendor work tied to single implementing agency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,21,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002384,30.43,53.28,False,High constituency allocation concentration (60.8% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,43,0.0,0.0,0.189,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002385,42.8,70.74,False,Heavy agency monopolization (86.1% funding channeled through repeated agency-contractor pair),High constituency allocation concentration (79.3% of works in single constituency),Allocation distribution across implementing agencies well balanced,40,0.0,0.0,0.891,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002386,56.36,85.14,False,High constituency allocation concentration (75.1% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,22,0.0,0.0,0.982,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002387,29.58,51.68,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,37,0.0,0.0,0.263,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002388,3.97,4.54,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,38,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002389,8.93,12.04,False,High constituency allocation concentration (75.7% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,18,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002390,29.38,51.38,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,2,0.0,0.0,0.559,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002391,6.74,8.6,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,22,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002392,29.95,52.46,False,Heavy agency monopolization (65.8% funding channeled through repeated agency-contractor pair),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,25,0.0,0.0,1.216,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002393,23.82,41.7,False,Elevated agency concentration (77.2% of vendor work tied to single implementing agency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,32,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002394,15.5,25.28,False,High constituency allocation concentration (61.1% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,25,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002395,20.88,35.78,False,Elevated historical irregularity record (2 past statutory audit findings),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,40,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002396,37.48,63.34,False,High constituency allocation concentration (62.4% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,31,0.0,0.0,0.37,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002397,25.07,44.26,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,3,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002398,40.76,67.9,False,Contractor identified with corporate collusion risk indicators (shared address),High constituency allocation concentration (68.9% of works in single constituency),Allocation distribution across implementing agencies well balanced,38,0.0,0.25,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002399,11.58,16.88,False,Elevated agency concentration (86.7% of vendor work tied to single implementing agency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,16,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002400,36.66,62.04,False,Elevated agency concentration (88.7% of vendor work tied to single implementing agency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,38,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002401,21.2,36.32,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,34,0.0,0.0,0.93,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002402,61.76,88.8,False,Heavy agency monopolization (70.1% funding channeled through repeated agency-contractor pair),Recent corporate board/director replacement registered for contractor,Allocation distribution across implementing agencies well balanced,17,0.0,0.0,0.498,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002403,66.8,91.72,False,Heavy agency monopolization (82.1% funding channeled through repeated agency-contractor pair),Recent corporate board/director replacement registered for contractor,Allocation distribution across implementing agencies well balanced,10,0.0,0.0,1.609,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002404,35.14,60.04,False,Recent corporate ownership change registered prior to developmental contract award,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,11,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002405,21.36,36.78,False,Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 2.00),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,4,1.002,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002406,10.23,14.28,False,Elevated agency concentration (70.1% of vendor work tied to single implementing agency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,30,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002407,27.93,48.98,False,Recent corporate board/director replacement registered for contractor,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,33,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002408,90.58,98.12,True,Recent corporate ownership change registered prior to developmental contract award,Heavy agency monopolization (71.8% funding channeled through repeated agency-contractor pair),Allocation distribution across implementing agencies well balanced,1,0.0,0.15,1.014,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002409,65.26,90.86,False,Recent corporate board/director replacement registered for contractor,High constituency allocation concentration (77.0% of works in single constituency),Elevated historical irregularity record (4 past statutory audit findings),22,0.0,0.0,0.375,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002410,71.13,93.9,False,"Contractor identified with corporate collusion risk indicators (shared directors, common ownership)",Elevated historical irregularity record (2 past statutory audit findings),Allocation distribution across implementing agencies well balanced,1,0.0,0.5,0.452,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002411,67.22,92.08,False,Recent corporate board/director replacement registered for contractor,High constituency allocation concentration (77.0% of works in single constituency),Elevated historical irregularity record (4 past statutory audit findings),22,0.0,0.0,0.213,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002412,30.39,53.2,False,High constituency allocation concentration (60.8% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,43,0.0,0.0,0.157,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002413,31.27,54.5,False,Heavy agency monopolization (86.5% funding channeled through repeated agency-contractor pair),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,13,0.0,0.0,1.214,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002414,24.14,42.44,False,High constituency allocation concentration (83.3% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,19,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002415,33.48,57.88,False,Elevated historical irregularity record (4 past statutory audit findings),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,44,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002416,52.9,82.0,False,Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 1.79),Recent corporate board/director replacement registered for contractor,Elevated historical irregularity record (2 past statutory audit findings),33,0.793,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002417,40.28,67.24,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,7,0.0,0.0,0.477,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002418,13.51,20.7,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,25,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002419,16.5,27.08,False,High constituency allocation concentration (61.1% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,25,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002420,28.72,50.28,False,High constituency allocation concentration (78.6% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,15,0.0,0.0,0.956,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002421,14.2,22.4,False,Elevated historical irregularity record (2 past statutory audit findings),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,38,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002422,38.41,64.52,False,Recent corporate ownership change registered prior to developmental contract award,High constituency allocation concentration (77.4% of works in single constituency),Allocation distribution across implementing agencies well balanced,21,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002423,7.15,9.12,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,8,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002424,20.99,36.0,False,Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 2.16),High constituency allocation concentration (75.7% of works in single constituency),Allocation distribution across implementing agencies well balanced,18,1.159,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002425,32.35,56.14,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,5,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002426,66.71,91.64,False,Recent corporate ownership change registered prior to developmental contract award,Heavy agency monopolization (68.6% funding channeled through repeated agency-contractor pair),High constituency allocation concentration (83.3% of works in single constituency),24,0.0,0.0,1.096,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002427,39.49,66.24,False,Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 2.36),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,30,1.359,0.0,0.513,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002428,29.6,51.74,False,Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 1.72),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,7,0.717,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002429,16.59,27.26,False,High constituency allocation concentration (74.8% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,15,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002430,8.88,11.98,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,22,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002431,40.74,67.86,False,Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 1.73),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,28,0.734,0.0,1.309,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002432,95.04,98.5,True,Recent corporate ownership change registered prior to developmental contract award,Heavy agency monopolization (71.8% funding channeled through repeated agency-contractor pair),Allocation distribution across implementing agencies well balanced,1,0.0,0.15,0.432,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002433,18.67,31.22,False,Elevated agency concentration (73.5% of vendor work tied to single implementing agency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,2,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002434,81.24,97.1,True,Contractor identified with corporate collusion risk indicators (shared address),High constituency allocation concentration (72.9% of works in single constituency),Elevated historical irregularity record (2 past statutory audit findings),17,0.0,0.25,0.901,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002435,50.96,80.1,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,34,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002436,99.52,98.92,True,Recent corporate ownership change registered prior to developmental contract award,Heavy agency monopolization (71.8% funding channeled through repeated agency-contractor pair),Allocation distribution across implementing agencies well balanced,1,0.0,0.15,1.369,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002437,29.28,51.18,False,High constituency allocation concentration (60.8% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,43,0.0,0.0,0.398,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002438,34.18,58.82,False,Elevated agency concentration (89.0% of vendor work tied to single implementing agency),High constituency allocation concentration (81.5% of works in single constituency),Allocation distribution across implementing agencies well balanced,14,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002439,26.81,47.08,False,Elevated agency concentration (81.9% of vendor work tied to single implementing agency),High constituency allocation concentration (60.3% of works in single constituency),Elevated historical irregularity record (2 past statutory audit findings),12,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002440,47.4,76.42,False,High constituency allocation concentration (65.9% of works in single constituency),Elevated historical irregularity record (2 past statutory audit findings),Allocation distribution across implementing agencies well balanced,44,0.0,0.0,0.948,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002441,11.97,17.62,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,5,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002442,30.08,52.66,False,High constituency allocation concentration (80.3% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,4,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002443,12.17,18.02,False,Elevated agency concentration (89.1% of vendor work tied to single implementing agency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,31,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002444,43.89,71.98,False,Heavy agency monopolization (75.3% funding channeled through repeated agency-contractor pair),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,24,0.0,0.0,0.473,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002445,19.62,33.34,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,3,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002446,12.87,19.34,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,42,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002447,8.32,10.9,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,4,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002448,26.92,47.14,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,5,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002449,23.4,40.88,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,15,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002450,74.5,95.36,True,Recent corporate board/director replacement registered for contractor,High constituency allocation concentration (60.1% of works in single constituency),Elevated historical irregularity record (4 past statutory audit findings),7,0.0,0.0,0.674,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002451,62.91,89.58,False,"Contractor identified with corporate collusion risk indicators (shared directors, common ownership)",Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,31,0.0,0.5,0.492,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002452,45.79,74.42,False,Contractor identified with corporate collusion risk indicators (shared address),Elevated agency concentration (77.6% of vendor work tied to single implementing agency),Allocation distribution across implementing agencies well balanced,27,0.0,0.25,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002453,3.35,3.9,False,Elevated agency concentration (74.9% of vendor work tied to single implementing agency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,21,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002454,78.61,96.54,True,"Contractor identified with corporate collusion risk indicators (shared directors, common ownership)",High constituency allocation concentration (63.9% of works in single constituency),Allocation distribution across implementing agencies well balanced,22,0.0,0.5,0.577,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002455,22.93,39.98,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,10,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002456,50.19,79.46,False,Contractor identified with corporate collusion risk indicators (shared address),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,1,0.0,0.25,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002457,33.04,57.18,False,Heavy agency monopolization (82.4% funding channeled through repeated agency-contractor pair),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,15,0.0,0.0,0.948,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002458,92.29,98.24,True,"Contractor identified with corporate collusion risk indicators (shared directors, common ownership)",Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 2.79),High constituency allocation concentration (63.9% of works in single constituency),22,1.79,0.5,0.495,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002459,53.25,82.42,False,Recent corporate ownership change registered prior to developmental contract award,High constituency allocation concentration (69.9% of works in single constituency),Elevated historical irregularity record (2 past statutory audit findings),37,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002460,8.86,11.94,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,23,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002461,41.0,68.2,False,Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 1.69),High constituency allocation concentration (69.0% of works in single constituency),Allocation distribution across implementing agencies well balanced,8,0.694,0.0,0.273,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002462,39.05,65.54,False,Heavy agency monopolization (75.3% funding channeled through repeated agency-contractor pair),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,24,0.0,0.0,1.401,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002463,51.83,80.9,False,Recent corporate board/director replacement registered for contractor,Elevated historical irregularity record (2 past statutory audit findings),Allocation distribution across implementing agencies well balanced,18,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002464,37.72,63.6,False,Elevated historical irregularity record (2 past statutory audit findings),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,32,0.0,0.15,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002465,48.64,78.0,False,Recent corporate board/director replacement registered for contractor,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,13,0.0,0.0,0.297,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002466,2.68,3.06,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,27,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002467,22.16,38.26,False,High constituency allocation concentration (69.3% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,41,0.0,0.0,0.706,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002468,11.74,17.18,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,37,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002469,17.22,28.54,False,High constituency allocation concentration (61.6% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,27,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002470,58.94,86.88,False,Elevated agency concentration (84.9% of vendor work tied to single implementing agency),Recent corporate board/director replacement registered for contractor,High constituency allocation concentration (83.0% of works in single constituency),31,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002471,8.95,12.1,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,31,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002472,4.37,5.04,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,19,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002473,31.61,55.16,False,High constituency allocation concentration (74.5% of works in single constituency),Elevated historical irregularity record (2 past statutory audit findings),Allocation distribution across implementing agencies well balanced,42,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002474,13.63,21.02,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,40,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002475,44.98,73.34,False,High constituency allocation concentration (84.8% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,26,0.0,0.0,0.507,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002476,42.15,69.8,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,44,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002477,28.32,49.64,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,23,0.0,0.0,0.345,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002478,25.7,45.52,False,Heavy agency monopolization (65.9% funding channeled through repeated agency-contractor pair),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,24,0.0,0.0,0.666,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002479,27.71,48.6,False,Elevated agency concentration (76.0% of vendor work tied to single implementing agency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,41,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002480,48.43,77.8,False,Contractor identified with corporate collusion risk indicators (shared address),High constituency allocation concentration (72.1% of works in single constituency),Elevated historical irregularity record (2 past statutory audit findings),27,0.0,0.25,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002481,8.56,11.4,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,16,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
