project_id,procurement_anomaly_score,procurement_anomaly_percentile,procurement_anomaly_flag,primary_reason,secondary_reason,tertiary_reason,bid_count,single_bid_flag,bid_competition_score,bid_price_similarity,repeated_winner_flag,model_version,mode,scored_at
MPLADS-002098,23.62,60.58,False,Substantial post-award contract amendment (+₹0.45 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.853,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002099,33.15,78.36,False,Compressed tender submission window (14 days vs statutory guidelines),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.861,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002100,6.55,9.84,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.868,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002101,18.45,44.8,False,High bid price similarity across competing tenders (95.9% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.958,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002102,34.01,79.24,False,Substantial post-award contract amendment (+₹1.24 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.972,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002103,21.45,54.6,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.894,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002104,28.63,71.44,False,Substantial post-award contract amendment (+₹2.16 Lakhs added post-tender),Elevated bidder disqualification rate during technical evaluation (22.1%),Contract award amount aligned with initial technical estimates,6,0,1.0,0.941,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002105,27.21,68.6,False,Elevated bidder disqualification rate during technical evaluation (24.6%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.938,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002106,10.65,20.5,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.967,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002107,49.91,90.12,False,Elevated bidder disqualification rate during technical evaluation (23.7%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.888,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002108,26.46,67.18,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Elevated bidder disqualification rate during technical evaluation (22.9%),Contract award amount aligned with initial technical estimates,3,0,0.5,0.9,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002109,0.0,0.51,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.87,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002110,7.82,12.8,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.883,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002111,4.59,6.38,False,Substantial post-award contract amendment (+₹0.31 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.903,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002112,99.07,98.8,True,Substantial post-award contract amendment (+₹0.42 Lakhs added post-tender),Single-bid procurement recorded in remote area (infrastructure gap 0.56),Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002113,10.08,18.76,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.959,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002114,21.15,53.74,False,Substantial post-award contract amendment (+₹0.31 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.931,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002115,33.73,79.04,False,High bid price similarity across competing tenders (95.4% quotation clustering),Compressed tender submission window (15 days vs statutory guidelines),Contract award amount aligned with initial technical estimates,5,0,0.833,0.954,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002116,2.9,4.06,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.91,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002117,58.71,92.38,False,Substantial post-award contract amendment (+₹11.75 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.876,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002118,17.76,43.02,False,Compressed tender submission window (14 days vs statutory guidelines),Elevated bidder disqualification rate during technical evaluation (22.3%),Contract award amount aligned with initial technical estimates,7,0,1.0,0.919,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002119,29.43,72.9,False,Compressed tender submission window (15 days vs statutory guidelines),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.913,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002120,19.54,48.72,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.931,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002121,17.45,41.78,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Elevated bidder disqualification rate during technical evaluation (22.2%),Contract award amount aligned with initial technical estimates,3,0,0.5,0.882,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002122,19.68,49.14,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.898,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002123,6.74,10.42,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.941,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002124,10.58,20.16,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.872,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002125,22.05,56.26,False,Compressed tender submission window (15 days vs statutory guidelines),Elevated bidder disqualification rate during technical evaluation (23.2%),Contract award amount aligned with initial technical estimates,7,0,1.0,0.886,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002126,35.34,81.02,False,Substantial post-award contract amendment (+₹6.14 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.862,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002127,99.6,98.94,True,Non-competitive single-bid procurement in accessible district (infrastructure gap 0.26),Tender awarded to frequent repeated winning vendor with low competition index (0.17),Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002128,14.88,33.62,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.969,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002129,34.76,80.12,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.982,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002130,17.73,42.94,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.894,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002131,38.5,83.9,False,Elevated bidder disqualification rate during technical evaluation (23.9%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.937,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002132,23.31,59.6,False,Substantial post-award contract amendment (+₹2.19 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.892,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002133,17.46,41.8,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.905,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002134,21.73,55.28,False,Substantial post-award contract amendment (+₹0.43 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.867,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002135,17.78,43.1,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.96,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002136,26.2,66.72,False,Elevated bidder disqualification rate during technical evaluation (24.6%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.983,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002137,36.88,82.48,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.913,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002138,0.0,0.51,False,Elevated bidder disqualification rate during technical evaluation (22.6%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.899,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002139,89.77,96.12,True,Single-bid procurement recorded in remote area (infrastructure gap 0.73),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002140,18.77,46.08,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.86,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002141,13.16,28.44,False,Elevated bidder disqualification rate during technical evaluation (21.6%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.915,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002142,25.6,65.08,False,High bid price similarity across competing tenders (97.8% quotation clustering),Narrow qualified bidder pool (2 qualified bidders evaluated),Contract award amount aligned with initial technical estimates,3,0,0.5,0.978,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002143,27.95,69.98,False,Substantial post-award contract amendment (+₹3.20 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.932,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002144,20.8,52.78,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.896,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002145,18.92,46.74,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.96,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002146,16.93,40.12,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.93,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002147,18.96,46.88,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Elevated bidder disqualification rate during technical evaluation (20.7%),Contract award amount aligned with initial technical estimates,3,0,0.5,0.905,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002148,11.39,22.58,False,Substantial post-award contract amendment (+₹0.57 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.989,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002149,23.97,61.18,False,High bid price similarity across competing tenders (97.6% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.976,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002150,36.07,81.66,False,High bid price similarity across competing tenders (96.9% quotation clustering),Narrow qualified bidder pool (2 qualified bidders evaluated),Contract award amount aligned with initial technical estimates,3,0,0.5,0.969,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002151,13.49,29.42,False,Elevated bidder disqualification rate during technical evaluation (20.9%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.979,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002152,15.22,34.56,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.894,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002153,52.46,91.16,False,High bid price similarity across competing tenders (98.2% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.982,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002154,7.65,12.5,False,Elevated bidder disqualification rate during technical evaluation (22.7%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.941,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002155,9.68,17.46,False,High bid price similarity across competing tenders (97.0% quotation clustering),Substantial post-award contract amendment (+₹0.32 Lakhs added post-tender),Contract award amount aligned with initial technical estimates,5,0,0.833,0.97,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002156,57.15,92.16,False,Substantial post-award contract amendment (+₹9.10 Lakhs added post-tender),Elevated bidder disqualification rate during technical evaluation (22.0%),Contract award amount aligned with initial technical estimates,3,0,0.5,0.87,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002157,39.86,85.26,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.925,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002158,12.73,27.0,False,High bid price similarity across competing tenders (96.8% quotation clustering),Elevated bidder disqualification rate during technical evaluation (23.4%),Contract award amount aligned with initial technical estimates,3,0,0.5,0.968,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002159,18.69,45.82,False,Compressed tender submission window (15 days vs statutory guidelines),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.873,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002160,7.79,12.7,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.96,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002161,13.11,28.32,False,Compressed tender submission window (15 days vs statutory guidelines),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.902,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002162,31.94,77.12,False,High bid price similarity across competing tenders (94.8% quotation clustering),Substantial post-award contract amendment (+₹1.07 Lakhs added post-tender),Contract award amount aligned with initial technical estimates,5,0,0.833,0.948,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002163,31.0,75.56,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.905,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002164,26.41,67.0,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Elevated bidder disqualification rate during technical evaluation (23.9%),Contract award amount aligned with initial technical estimates,3,0,0.5,0.94,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002165,9.06,15.78,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.885,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002166,51.24,90.66,False,Substantial post-award contract amendment (+₹9.34 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.915,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002167,13.14,28.36,False,High bid price similarity across competing tenders (95.0% quotation clustering),Elevated bidder disqualification rate during technical evaluation (21.7%),Contract award amount aligned with initial technical estimates,6,0,1.0,0.95,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002168,7.17,11.34,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.928,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002169,2.52,3.46,False,High bid price similarity across competing tenders (96.4% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.964,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002170,25.72,65.4,False,High bid price similarity across competing tenders (98.5% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.985,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002171,8.33,13.96,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.902,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002172,10.63,20.4,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.906,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002173,7.12,11.24,False,High bid price similarity across competing tenders (95.7% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.957,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002174,44.21,87.62,False,High bid price similarity across competing tenders (97.1% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.971,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002175,24.16,61.74,False,High bid price similarity across competing tenders (98.5% quotation clustering),Substantial post-award contract amendment (+₹0.26 Lakhs added post-tender),Contract award amount aligned with initial technical estimates,7,0,1.0,0.985,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002176,15.51,35.68,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.862,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002177,96.76,98.2,True,Non-competitive single-bid procurement in accessible district (infrastructure gap 0.49),Tender awarded to frequent repeated winning vendor with low competition index (0.17),Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002178,15.05,34.22,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.936,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002179,11.39,22.64,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.961,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002180,15.27,34.66,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.854,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002181,16.38,38.38,False,High bid price similarity across competing tenders (98.8% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.988,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002182,19.36,48.16,False,High bid price similarity across competing tenders (98.8% quotation clustering),Substantial post-award contract amendment (+₹0.66 Lakhs added post-tender),Contract award amount aligned with initial technical estimates,5,0,0.833,0.988,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002183,34.1,79.38,False,Compressed tender submission window (14 days vs statutory guidelines),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.986,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002184,7.8,12.76,False,Elevated bidder disqualification rate during technical evaluation (24.9%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.88,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002185,8.28,13.86,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.919,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002186,25.18,64.16,False,Elevated bidder disqualification rate during technical evaluation (20.6%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.946,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002187,10.07,18.74,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.882,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002188,15.54,35.82,False,Elevated bidder disqualification rate during technical evaluation (23.7%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.893,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002189,13.32,28.9,False,Substantial post-award contract amendment (+₹0.35 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.878,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002190,28.34,70.82,False,High bid price similarity across competing tenders (95.1% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.951,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002191,24.44,62.52,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.962,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002192,66.88,93.92,False,High bid price similarity across competing tenders (95.8% quotation clustering),Substantial post-award contract amendment (+₹8.78 Lakhs added post-tender),Narrow qualified bidder pool (2 qualified bidders evaluated),3,0,0.5,0.958,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002193,35.04,80.64,False,Substantial post-award contract amendment (+₹1.14 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.971,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002194,32.02,77.18,False,High bid price similarity across competing tenders (98.0% quotation clustering),Substantial post-award contract amendment (+₹1.39 Lakhs added post-tender),Contract award amount aligned with initial technical estimates,7,0,1.0,0.98,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002195,23.5,60.18,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.928,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002196,20.46,51.72,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.92,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002197,28.34,70.8,False,Compressed tender submission window (14 days vs statutory guidelines),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.914,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002198,14.35,31.74,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.979,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002199,16.1,37.54,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.856,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002200,21.84,55.66,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.88,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002201,21.63,55.1,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.873,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002202,59.29,92.48,False,Substantial post-award contract amendment (+₹7.84 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.853,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002203,40.29,85.62,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.907,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002204,10.71,20.62,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.902,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002205,2.45,3.32,False,Elevated bidder disqualification rate during technical evaluation (24.2%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.971,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002206,34.87,80.36,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.876,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002207,9.95,18.3,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.871,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002208,26.62,67.42,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.877,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002209,23.7,60.7,False,Substantial post-award contract amendment (+₹0.55 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.921,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
